-1.4257,7.9042
-1.4257,7.9042
-1.9236,13.489
-1.9236,13.489
-1.9236,13.489
-1.9236,13.489
-1.9236,13.489
-1.9236,13.489
-1.9236,13.489
-1.9236,13.489
-1.9236,13.489
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9236,13.49
-1.9237,13.49
-1.9237,13.49
-1.9237,13.49
-1.9237,13.49
-1.9237,13.49
-1.9237,13.49
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.491
-1.9237,13.492
-1.9237,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.492
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9238,13.493
-1.9239,13.493
-1.9239,13.493
-1.9239,13.493
-1.9239,13.493
-1.9239,13.493
-1.9239,13.493
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.494
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.9239,13.495
-1.924,13.495
-1.924,13.496
-1.924,13.496
-1.924,13.496
-1.924,13.496
-1.924,13.496
-1.924,13.496
-1.924,13.496
-1.924,13.496
-1.924,13.496
-1.9405,14.016
-2.1411,20.392
-2.1462,20.555
-2.1514,20.721
-2.1565,20.89
-2.1618,21.062
-2.167,21.238
-2.1724,21.417
-2.1778,21.599
-2.1832,21.785
-2.1887,21.975
-2.1943,22.168
-2.1999,22.365
-2.2056,22.567
-2.2114,22.772
-2.2172,22.982
-2.2231,23.196
-2.229,23.415
-2.235,23.638
-2.2411,23.866
-2.2473,24.099
-2.2535,24.338
-2.2599,24.581
-2.2663,24.831
-2.2728,25.085
-2.2794,25.346
-2.2861,25.613
-2.2928,25.886
-2.2997,26.165
-2.3067,26.452
-2.3137,26.745
-2.3209,27.045
-2.3282,27.353
-2.3356,27.669
-2.3431,27.993
-2.3508,28.325
-2.3585,28.666
-2.3664,29.016
-2.3745,29.376
-2.3826,29.745
-2.391,30.124
-2.3994,30.514
-2.4081,30.916
-2.4169,31.328
-2.4258,31.753
-2.435,32.19
-2.4443,32.641
-2.4539,33.105
-2.4636,33.584
-2.4736,34.078
-2.4838,34.587
-2.4942,35.113
-2.5048,35.657
-2.5157,36.218
-2.5269,36.799
-2.5384,37.4
-2.5501,38.022
-2.5622,38.666
-2.5746,39.334
-2.5874,40.027
-2.6005,40.747
-2.614,41.494
-2.6279,42.27
-2.6423,43.077
-2.6571,43.918
-2.6724,44.794
-2.6882,45.707
-2.7046,46.661
-2.7215,47.656
-2.7391,48.697
-2.7574,49.787
-2.7763,50.929
-2.7961,52.127
-2.8167,53.384
-2.8381,54.707
-2.8606,56.099
-2.884,57.567
-2.9086,59.117
-2.9344,60.755
-2.9615,62.49
-2.9901,64.331
-3.0203,66.287
-3.0522,68.369
-3.086,70.591
-3.1219,72.967
-3.1601,75.512
-3.2009,78.247
-3.2446,81.192
-3.2915,84.374
-3.3421,87.822
-3.3968,91.571
-3.4561,95.661
-3.5208,100.14
-3.5916,105.07
-3.6695,110.52
-3.7556,116.58
-3.8516,123.36
-3.9591,130.98
-4.0715,138.98
-4.1834,146.98
-4.295,154.98
-4.4062,162.98
-4.517,170.97
-4.6275,178.97
-4.7376,186.97
-4.8475,194.97
-4.957,202.97
-5.0662,210.97
-5.1752,218.97
-5.2838,226.97
-5.3923,234.97
-5.5004,242.97
-5.6083,250.97
-5.716,258.97
-5.8235,266.97
-5.9307,274.96
-6.0377,282.96
-6.1445,290.96
-6.2511,298.96
-6.3575,306.96
-6.4637,314.96
-6.5697,322.96
-6.6755,330.96
-6.7812,338.96
-6.8866,346.96
-6.9919,354.96
-7.097,362.96
-7.202,370.96
-7.3068,378.95
-7.4114,386.95
-7.5159,394.95
-7.6203,402.95
-7.7244,410.95
-7.8285,418.95
-7.9324,426.95
-8.0361,434.95
-8.1397,442.95
-8.2432,450.95
-8.3466,458.95
-8.4498,466.95
-8.5529,474.95
-8.6558,482.95
-8.7587,490.94
-8.8614,498.94
-8.964,506.94
-9.0665,514.94
-9.1688,522.94
-9.2711,530.94
-9.3732,538.94
-9.4752,546.94
-9.5771,554.94
-9.6789,562.94
-9.7806,570.94
-9.8822,578.94
-9.9837,586.94
-10.085,594.94
-10.186,602.94
-10.288,610.93
-10.389,618.93
-10.49,626.93
-10.591,634.93
-10.691,642.93
-10.792,650.93
-10.893,658.93
-10.993,666.93
-11.094,674.93
-11.194,682.93
-11.294,690.93
-11.394,698.93
-11.495,706.93
-11.595,714.93
-11.694,722.93
-11.794,730.92
-11.894,738.92
-11.994,746.92
-12.093,754.92
-12.193,762.92
-12.292,770.92
-12.392,778.92
-12.491,786.92
-12.59,794.92
-12.689,802.92
-12.788,810.92
-12.887,818.92
-12.986,826.92
-13.085,834.92
-13.184,842.92
-13.283,850.91
-13.381,858.91
-13.48,866.91
-13.578,874.91
-13.677,882.91
-13.775,890.91
-13.873,898.91
-13.972,906.91
-14.07,914.91
-14.168,922.91
-14.266,930.91
-14.364,938.91
-14.462,946.91
-14.56,954.91
-14.657,962.91
-14.755,970.9
-14.853,978.9
-14.95,986.9
-15.048,994.9
-15.145,1002.9
-15.243,1010.9
-15.34,1018.9
-15.437,1026.9
-15.535,1034.9
-15.632,1042.9
-15.729,1050.9
-15.826,1058.9
-15.923,1066.9
-16.02,1074.9
-16.117,1082.9
-16.214,1090.9
-16.311,1098.9
-16.407,1106.9
-16.504,1114.9
-16.601,1122.9
-16.697,1130.9
-16.794,1138.9
-16.89,1146.9
-16.987,1154.9
-17.083,1162.9
-17.179,1170.9
-17.276,1178.9
-17.372,1186.9
-17.468,1194.9
-17.564,1202.9
-17.66,1210.9
-17.756,1218.9
-17.852,1226.9
-17.948,1234.9
-18.044,1242.9
-18.14,1250.9
-18.236,1258.9
-18.332,1266.9
-18.427,1274.9
-18.523,1282.9
-18.619,1290.9
-18.714,1298.9
-18.81,1306.9
-18.905,1314.9
-19.001,1322.9
-19.096,1330.9
-19.191,1338.9
-19.287,1346.9
-19.382,1354.9
-19.477,1362.9
-19.572,1370.9
-19.667,1378.9
-19.762,1386.9
-19.858,1394.9
-19.953,1402.9
-20.047,1410.9
-20.142,1418.9
-20.237,1426.9
-20.332,1434.9
-20.427,1442.9
-20.522,1450.9
-20.616,1458.9
-20.711,1466.9
-20.806,1474.9
-20.9,1482.9
-20.995,1490.9
-21.089,1498.9
-21.184,1506.9
-21.278,1514.9
-21.373,1522.9
-21.467,1530.9
-21.562,1538.9
-21.656,1546.9
-21.75,1554.9
-21.844,1562.9
-21.939,1570.9
-22.033,1578.9
-22.127,1586.9
-22.221,1594.9
-22.315,1602.9
-22.409,1610.9
-22.503,1618.9
-22.597,1626.9
-22.691,1634.9
-22.785,1642.9
-22.878,1650.9
-22.972,1658.9
-23.066,1666.9
-23.16,1674.9
-23.253,1682.8
-23.347,1690.8
-23.441,1698.8
-23.534,1706.8
-23.628,1714.8
-23.721,1722.8
-23.815,1730.8
-23.908,1738.8
-24.002,1746.8
-24.095,1754.8
-24.189,1762.8
-24.282,1770.8
-24.375,1778.8
-24.468,1786.8
-24.562,1794.8
-24.655,1802.8
-24.748,1810.8
-24.841,1818.8
-24.934,1826.8
-25.027,1834.8
-25.12,1842.8
-25.213,1850.8
-25.306,1858.8
-25.399,1866.8
-25.492,1874.8
-25.585,1882.8
-25.678,1890.8
-25.771,1898.8
-25.864,1906.8
-25.957,1914.8
-26.049,1922.8
-26.142,1930.8
-26.235,1938.8
-26.327,1946.8
-26.42,1954.8
-26.513,1962.8
-26.605,1970.8
-26.698,1978.8
-26.79,1986.8
-26.883,1994.8
-26.975,2002.8
-27.068,2010.8
-27.16,2018.8
-27.252,2026.8
-27.345,2034.8
-27.437,2042.8
-27.529,2050.8
-27.622,2058.8
-27.714,2066.8
-27.806,2074.8
-27.898,2082.8
-27.99,2090.8
-28.083,2098.8
-28.175,2106.8
-28.267,2114.8
-28.359,2122.8
-28.451,2130.8
-28.543,2138.8
-28.635,2146.8
-28.727,2154.8
-28.819,2162.8
-28.911,2170.8
-29.002,2178.8
-29.094,2186.8
-29.186,2194.8
-29.278,2202.8
-29.37,2210.8
-29.461,2218.8
-29.553,2226.8
-29.645,2234.8
-29.736,2242.8
-29.828,2250.8
-29.92,2258.8
-30.011,2266.8
-30.103,2274.8
-30.194,2282.8
